trans_date,trans_time,cc_num,merchant,category,trans_amt,name,gender,street,city,state,zip,dob,trans_number,is_fraud
02-01-2023,19:44:00,4.71142E+15,Uber,Healthcare,320.34,Sarah Johnson,M,1874 Main St,Houston,NY,34670,25-01-1950,403956-4096,0
02-01-2023,07:39:00,4.87002E+15,Adidas,Entertainment,3140.65,Robert Garcia,M,2349 Market St,Dallas,AZ,96775,26-01-1950,302579-1224,0
02-01-2023,22:17:00,4.03194E+15,Apple Store,Healthcare,727.42,Jane Jones,F,3466 Broadway,Chicago,GA,91464,27-01-1950,709844-1418,1
02-01-2023,00:21:00,4.67786E+15,Best Buy,Electronics,2521.97,Emily Jones,F,6737 Market St,New York,OH,99350,28-01-1950,755768-9322,0
02-01-2023,04:12:00,4.10542E+15,Costco,Healthcare,782.96,Sarah Wilson,F,7957 Main St,Dallas,MI,53215,29-01-1950,815698-8692,0
02-01-2023,12:27:00,4.27185E+15,Walmart,Healthcare,644.75,Michael Johnson,M,7312 2nd Ave,Houston,PA,63641,30-01-1950,368578-2053,0
02-01-2023,14:16:00,4.84519E+15,Adidas,Healthcare,65.78,James Miller,F,1195 Main St,Chicago,OH,49452,31-01-1950,936951-9793,0
02-01-2023,07:54:00,4.91989E+15,Target,Healthcare,3153.04,James Moore,M,1100 Market St,Phoenix,OH,80365,01-02-1950,938464-6131,1
02-01-2023,18:02:00,4.54477E+15,Apple Store,Entertainment,1798.32,Michael Smith,M,762 Broadway,Los Angeles,TX,55545,02-02-1950,521255-2994,0
02-01-2023,08:30:00,4.07369E+15,Amazon,Healthcare,530.42,John Williams,M,7618 Market St,Houston,MI,99249,03-02-1950,966381-2297,0
02-01-2023,11:39:00,4.86358E+15,Best Buy,Groceries,1617.57,Sarah Johnson,F,9766 Market St,New York,IL,67799,04-02-1950,156555-2127,1
02-01-2023,16:15:00,4.28299E+15,Target,Fashion,848.88,Sophia Williams,M,5467 Broadway,Los Angeles,AZ,12017,05-02-1950,185568-8892,1
02-01-2023,03:09:00,4.27895E+15,Amazon,Transportation,4708.77,Sarah Garcia,M,8459 2nd Ave,San Diego,NY,26556,06-02-1950,946217-4108,0
02-01-2023,15:57:00,4.30443E+15,Nike,Entertainment,1603.42,Olivia Garcia,F,1122 Main St,San Diego,PA,72968,07-02-1950,292796-9919,0
02-01-2023,11:26:00,4.44296E+15,Adidas,Entertainment,1673.1,Jane Garcia,M,6810 2nd Ave,Dallas,GA,84310,08-02-1950,386585-8467,0
02-01-2023,15:57:00,4.42272E+15,Lyft,Groceries,4200.09,Sarah Jones,M,3206 Broadway,Chicago,MI,29129,09-02-1950,606787-3638,0
02-01-2023,09:22:00,4.44063E+15,Uber,Groceries,3240.54,Robert Davis,M,9310 Market St,Chicago,PA,93277,10-02-1950,970303-3021,0
02-01-2023,21:07:00,4.11688E+15,Costco,Entertainment,3552.31,Emily Moore,F,7904 Main St,San Antonio,OH,82932,11-02-1950,619402-2555,0
02-01-2023,13:51:00,4.24675E+15,Walmart,Groceries,3181.83,Emily Garcia,F,9845 2nd Ave,Chicago,CA,72302,12-02-1950,192961-9776,0
02-01-2023,19:14:00,4.26724E+15,Adidas,Groceries,4731.25,Sarah Williams,F,5261 2nd Ave,San Diego,NY,99433,13-02-1950,873544-8670,1
02-01-2023,10:46:00,4.7751E+15,Uber,Healthcare,1038.97,John Williams,F,2096 Broadway,Los Angeles,FL,80361,14-02-1950,191489-5258,0
02-01-2023,00:20:00,4.66344E+15,Costco,Transportation,4945.25,Michael Wilson,M,2843 2nd Ave,Phoenix,CA,22669,15-02-1950,594776-2399,1
02-01-2023,14:00:00,4.56667E+15,Apple Store,Transportation,4155.63,Michael Miller,F,6714 Main St,Houston,TX,74703,16-02-1950,545210-3321,0
02-01-2023,02:46:00,4.81595E+15,Best Buy,Healthcare,2946.92,Sophia Williams,F,1727 Main St,Houston,IL,88799,17-02-1950,631089-7648,0
03-01-2023,21:37:00,4.14333E+15,Uber,Entertainment,3313.55,Olivia Moore,M,6891 Market St,Los Angeles,PA,59600,18-02-1950,854830-4630,0
03-01-2023,06:27:00,4.61129E+15,Costco,Healthcare,3245.89,Emily Miller,M,4960 Market St,New York,IL,75723,19-02-1950,688150-1735,0
03-01-2023,10:00:00,4.0223E+15,Nike,Transportation,296.69,Sophia Moore,F,9819 2nd Ave,Phoenix,NY,21539,20-02-1950,699084-6113,0
03-01-2023,05:15:00,4.46452E+15,Walmart,Groceries,1093.99,Olivia Wilson,M,3282 Market St,Chicago,OH,72968,21-02-1950,507803-4553,1
03-01-2023,00:13:00,4.12173E+15,Amazon,Healthcare,4807.55,James Miller,M,7910 Main St,Chicago,IL,74833,22-02-1950,547503-2173,0
03-01-2023,04:01:00,4.02504E+15,Amazon,Groceries,2674.15,Robert Moore,F,9257 2nd Ave,Houston,AZ,91886,23-02-1950,488406-7966,0
03-01-2023,12:56:00,4.47868E+15,Best Buy,Groceries,1894.88,Michael Davis,F,2999 Market St,Phoenix,CA,24865,24-02-1950,520654-2531,0
03-01-2023,22:49:00,4.07844E+15,Nike,Entertainment,3811.38,Sarah Johnson,M,752 Main St,San Diego,CA,75449,25-02-1950,718568-6218,0
03-01-2023,09:24:00,4.7917E+15,Best Buy,Healthcare,2624.97,Sophia Johnson,M,9494 2nd Ave,Phoenix,GA,14553,26-02-1950,317482-6330,1
03-01-2023,14:57:00,4.9547E+15,Costco,Healthcare,70.75,John Jones,F,1961 Broadway,San Diego,TX,13446,27-02-1950,485886-4616,0
03-01-2023,22:43:00,4.95336E+15,Uber,Entertainment,3682.51,Olivia Wilson,F,3106 2nd Ave,Los Angeles,FL,94741,28-02-1950,102774-4093,0
03-01-2023,01:31:00,4.57048E+15,Walmart,Transportation,3662.43,David Johnson,F,2 2nd Ave,Houston,TX,98129,01-03-1950,388576-9761,0
03-01-2023,23:10:00,4.31316E+15,Walmart,Healthcare,829.92,Olivia Brown,M,7739 Market St,San Diego,CA,72927,02-03-1950,740794-4723,0
03-01-2023,15:55:00,4.80275E+15,Lyft,Electronics,4783.52,Sophia Davis,M,2849 Market St,Los Angeles,IL,52052,03-03-1950,562267-7612,0
03-01-2023,08:28:00,4.88468E+15,Amazon,Entertainment,1123.42,David Brown,M,3602 Market St,San Jose,AZ,54156,04-03-1950,872423-6313,0
03-01-2023,12:55:00,4.96039E+15,Best Buy,Groceries,2291.46,David Davis,F,9226 2nd Ave,New York,NY,87525,05-03-1950,549928-2305,0
03-01-2023,00:34:00,4.33636E+15,Best Buy,Groceries,578.11,David Miller,F,618 Main St,San Antonio,PA,81033,06-03-1950,386380-1392,0
03-01-2023,03:25:00,4.69479E+15,Amazon,Entertainment,3018.4,Robert Davis,F,5342 2nd Ave,New York,AZ,21413,07-03-1950,867228-8146,0
03-01-2023,18:24:00,4.79722E+15,Apple Store,Fashion,1880.38,James Miller,F,3623 2nd Ave,San Diego,PA,80142,08-03-1950,895960-5280,0
03-01-2023,23:31:00,4.27726E+15,Best Buy,Groceries,1769.1,Sophia Garcia,F,4417 2nd Ave,San Antonio,PA,83280,09-03-1950,231190-7472,0
03-01-2023,17:05:00,4.84152E+15,Nike,Electronics,4135.75,Robert Miller,M,9971 Broadway,San Jose,OH,62219,10-03-1950,221677-6021,0
03-01-2023,17:01:00,4.22132E+15,Amazon,Groceries,52.76,David Moore,M,5240 Broadway,Houston,MI,25587,11-03-1950,572626-4374,0
03-01-2023,23:33:00,4.7959E+15,Target,Entertainment,3990.74,Jane Davis,M,5663 Broadway,San Jose,PA,18112,12-03-1950,502287-9275,0
03-01-2023,09:25:00,4.71735E+15,Lyft,Groceries,2859.39,Olivia Williams,M,652 Main St,Houston,MI,91484,13-03-1950,371342-1437,0
04-01-2023,18:49:00,4.76523E+15,Uber,Fashion,4930.56,Olivia Miller,M,472 Market St,San Diego,AZ,39374,14-03-1950,706870-6582,1
04-01-2023,11:42:00,4.8023E+15,Apple Store,Groceries,2949.27,Emily Brown,M,4852 Broadway,San Jose,CA,75164,15-03-1950,131417-6431,0
04-01-2023,06:41:00,4.54877E+15,Walmart,Electronics,281.62,Jane Davis,F,4975 Main St,Houston,IL,80258,16-03-1950,894142-6080,1
04-01-2023,12:09:00,4.2775E+15,Uber,Healthcare,257.97,John Davis,F,9176 Broadway,Dallas,AZ,58635,17-03-1950,677725-6746,0
04-01-2023,02:41:00,4.29285E+15,Target,Healthcare,4416.35,Olivia Moore,F,4744 Broadway,Houston,PA,62858,18-03-1950,363122-9763,0
04-01-2023,03:21:00,4.92217E+15,Target,Groceries,4206.86,Robert Moore,F,3610 Market St,Philadelphia,MI,88063,19-03-1950,141380-3849,0
04-01-2023,16:35:00,4.37464E+15,Walmart,Entertainment,1732.72,Michael Brown,M,7993 Broadway,San Antonio,PA,44417,20-03-1950,320416-6416,1
04-01-2023,04:29:00,4.91853E+15,Best Buy,Healthcare,3092.07,Sarah Brown,M,4885 Main St,San Antonio,NY,61793,21-03-1950,789886-9994,0
04-01-2023,13:35:00,4.22646E+15,Target,Transportation,2450.51,James Garcia,M,124 2nd Ave,Phoenix,CA,29157,22-03-1950,277306-3708,1
04-01-2023,21:34:00,4.68957E+15,Apple Store,Transportation,4835.98,Olivia Wilson,F,6021 Main St,San Antonio,PA,62992,23-03-1950,142183-4409,0
04-01-2023,07:35:00,4.80836E+15,Best Buy,Electronics,4750.05,Sarah Davis,F,8666 2nd Ave,San Diego,FL,92243,24-03-1950,745398-3524,0
04-01-2023,21:15:00,4.18255E+15,Uber,Groceries,4919.28,Olivia Wilson,F,2145 2nd Ave,San Jose,MI,24344,25-03-1950,369745-9696,0
04-01-2023,16:56:00,4.76135E+15,Lyft,Healthcare,4332.91,Olivia Williams,M,8729 Main St,San Jose,IL,59607,26-03-1950,229488-1533,0
04-01-2023,04:55:00,4.34728E+15,Lyft,Healthcare,4548.21,Michael Garcia,M,1085 2nd Ave,Houston,OH,49688,27-03-1950,785095-6929,0
04-01-2023,11:59:00,4.51736E+15,Target,Electronics,1090.31,Sophia Smith,F,962 2nd Ave,Houston,PA,44129,28-03-1950,238653-9166,0
04-01-2023,05:37:00,4.5065E+15,Target,Transportation,4155.88,Sarah Miller,F,7821 Main St,Los Angeles,NY,11813,29-03-1950,497542-1594,0
04-01-2023,14:38:00,4.86544E+15,Costco,Groceries,3545.74,Emily Johnson,F,1789 Market St,Los Angeles,NY,92532,30-03-1950,210601-3131,0
04-01-2023,17:56:00,4.35565E+15,Best Buy,Transportation,4814.12,Sophia Smith,F,682 Market St,San Jose,GA,17652,31-03-1950,932958-8063,0
04-01-2023,13:11:00,4.37469E+15,Lyft,Electronics,2858.45,John Davis,F,6091 2nd Ave,San Diego,NY,78075,01-04-1950,101925-8212,0
04-01-2023,03:36:00,4.86325E+15,Adidas,Groceries,430.41,Olivia Williams,F,8089 2nd Ave,Dallas,TX,22802,02-04-1950,811292-6777,0
04-01-2023,12:43:00,4.8521E+15,Walmart,Electronics,2989.01,Sophia Wilson,M,9055 Broadway,San Jose,IL,98601,03-04-1950,957743-5711,0
04-01-2023,03:07:00,4.33188E+15,Lyft,Electronics,3434.47,Sophia Smith,F,708 Market St,Dallas,AZ,68358,04-04-1950,544455-2639,0
04-01-2023,06:19:00,4.97634E+15,Amazon,Healthcare,1105.5,John Garcia,M,2716 Market St,Chicago,PA,78871,05-04-1950,114158-4431,0
04-01-2023,08:12:00,4.35311E+15,Nike,Transportation,1973.6,John Miller,M,9533 Market St,New York,TX,52452,06-04-1950,379237-8136,0
05-01-2023,17:44:00,4.99632E+15,Adidas,Electronics,2994.52,Emily Jones,F,7813 Main St,San Jose,NY,41697,07-04-1950,480300-2987,0
05-01-2023,19:40:00,4.41274E+15,Best Buy,Entertainment,1873.66,Emily Brown,M,9867 Market St,Los Angeles,TX,56788,08-04-1950,466047-5614,0
05-01-2023,00:14:00,4.22957E+15,Adidas,Electronics,1877.86,John Davis,F,480 Market St,San Diego,FL,58517,09-04-1950,776815-6744,0
05-01-2023,01:04:00,4.7688E+15,Adidas,Entertainment,669.77,Olivia Wilson,F,6665 2nd Ave,Chicago,PA,32397,10-04-1950,710890-3934,0
05-01-2023,08:40:00,4.39687E+15,Costco,Groceries,4704.03,Sarah Brown,F,7211 Market St,Los Angeles,NY,86954,11-04-1950,184568-4266,0
05-01-2023,22:47:00,4.42645E+15,Lyft,Groceries,3753.72,James Brown,F,9610 Market St,Houston,IL,69605,12-04-1950,369791-5125,0
05-01-2023,19:12:00,4.56622E+15,Target,Transportation,11.21,Olivia Brown,M,8594 Broadway,Phoenix,GA,50341,13-04-1950,802867-6186,0
05-01-2023,10:47:00,4.47326E+15,Uber,Transportation,3829.24,Sophia Brown,M,2700 Broadway,Los Angeles,OH,62709,14-04-1950,162012-2591,0
05-01-2023,18:06:00,4.63721E+15,Costco,Entertainment,3700.28,James Miller,F,3851 2nd Ave,Chicago,GA,78151,15-04-1950,739054-6051,0
05-01-2023,19:22:00,4.56452E+15,Apple Store,Transportation,53.61,David Wilson,M,6427 Main St,Philadelphia,CA,41205,16-04-1950,508744-4856,0
05-01-2023,09:52:00,4.08503E+15,Walmart,Entertainment,1851.17,Sophia Moore,F,8138 Main St,New York,NY,16698,17-04-1950,237230-2716,0
05-01-2023,06:31:00,4.13974E+15,Nike,Entertainment,3035.7,Sarah Brown,F,6906 Main St,Los Angeles,GA,56106,18-04-1950,146561-8218,0
05-01-2023,06:58:00,4.20262E+15,Nike,Healthcare,2266.49,John Brown,F,3149 Main St,San Antonio,NY,67200,19-04-1950,733552-4192,0
05-01-2023,04:48:00,4.59705E+15,Apple Store,Healthcare,3891.04,Sophia Jones,F,8902 Broadway,Los Angeles,FL,59184,20-04-1950,815801-3853,1
05-01-2023,06:18:00,4.74346E+15,Amazon,Electronics,2130.16,Emily Brown,F,5788 Market St,Phoenix,FL,31630,21-04-1950,416394-3940,0
05-01-2023,03:50:00,4.33543E+15,Walmart,Groceries,773.55,David Moore,M,9172 Main St,Houston,GA,91385,22-04-1950,477691-4126,0
05-01-2023,16:57:00,4.60782E+15,Target,Healthcare,4882.2,Sophia Wilson,M,5124 Market St,New York,NY,78379,23-04-1950,792872-4067,0
05-01-2023,00:40:00,4.20161E+15,Target,Fashion,1213.99,Michael Moore,M,792 Market St,Phoenix,AZ,45165,24-04-1950,607867-7927,0
05-01-2023,17:31:00,4.89773E+15,Apple Store,Transportation,3589.87,Sarah Smith,F,4753 Main St,Houston,OH,17009,25-04-1950,979639-5309,1
05-01-2023,02:14:00,4.9787E+15,Adidas,Groceries,720.07,David Brown,F,4153 2nd Ave,San Diego,MI,71036,26-04-1950,424371-7205,1
05-01-2023,03:20:00,4.85348E+15,Target,Entertainment,1648.42,Emily Garcia,M,1636 Market St,Los Angeles,OH,12738,27-04-1950,312605-5394,0
05-01-2023,12:59:00,4.20617E+15,Costco,Electronics,2212.93,Olivia Garcia,M,9161 Main St,Phoenix,GA,88527,28-04-1950,342271-5745,1
05-01-2023,15:29:00,4.49226E+15,Uber,Groceries,965.2,Michael Davis,F,952 Market St,San Jose,OH,65842,29-04-1950,407521-7470,0
05-01-2023,17:36:00,4.6704E+15,Adidas,Groceries,2252.55,Michael Garcia,F,6080 Main St,Dallas,AZ,57365,30-04-1950,801028-7474,0
06-01-2023,17:51:00,4.51409E+15,Adidas,Electronics,790.03,Olivia Smith,F,522 2nd Ave,Dallas,IL,59644,01-05-1950,166865-8208,1
06-01-2023,08:22:00,4.56965E+15,Amazon,Healthcare,2797.24,Sophia Davis,F,1975 2nd Ave,Chicago,CA,68076,02-05-1950,988891-2701,1
06-01-2023,06:46:00,4.06514E+15,Uber,Fashion,3320.25,James Williams,M,1883 Broadway,San Jose,AZ,17295,03-05-1950,981107-5287,0
06-01-2023,13:24:00,4.16578E+15,Nike,Entertainment,316.86,Sophia Johnson,M,5462 Market St,Houston,FL,67238,04-05-1950,573481-3399,0
06-01-2023,01:38:00,4.21379E+15,Lyft,Healthcare,4356.3,James Smith,F,5098 Market St,San Jose,NY,43037,05-05-1950,907523-9113,1
06-01-2023,11:23:00,4.49984E+15,Costco,Entertainment,929.78,Olivia Davis,M,4545 Broadway,New York,CA,62023,06-05-1950,865886-7713,0
06-01-2023,12:05:00,4.05706E+15,Apple Store,Transportation,1130.69,Olivia Smith,M,3132 Market St,Los Angeles,IL,23902,07-05-1950,964472-2468,0
06-01-2023,16:00:00,4.52815E+15,Amazon,Entertainment,3308.44,Emily Smith,F,5175 Market St,Philadelphia,PA,64168,08-05-1950,351597-7615,0
06-01-2023,10:12:00,4.7166E+15,Adidas,Fashion,2346.41,Sarah Davis,M,8714 2nd Ave,Dallas,AZ,67286,09-05-1950,619784-7906,1
06-01-2023,10:42:00,4.65912E+15,Uber,Fashion,2499.48,Jane Williams,F,6260 Broadway,Philadelphia,IL,72353,10-05-1950,671954-1428,0
06-01-2023,17:08:00,4.04025E+15,Uber,Healthcare,645.13,Sarah Garcia,M,5460 Broadway,New York,NY,94109,11-05-1950,357090-9561,0
06-01-2023,20:41:00,4.62343E+15,Uber,Healthcare,4029.65,James Brown,F,5639 Main St,Phoenix,NY,60713,12-05-1950,411656-4151,1
06-01-2023,08:22:00,4.4851E+15,Amazon,Transportation,3087.19,Emily Davis,F,7932 Broadway,Houston,MI,27127,13-05-1950,265393-8910,0
06-01-2023,12:46:00,4.41323E+15,Lyft,Transportation,681.23,Sarah Garcia,M,4652 Broadway,Philadelphia,OH,35948,14-05-1950,492124-7321,0
06-01-2023,06:37:00,4.83155E+15,Lyft,Entertainment,1873.13,Michael Jones,F,5330 Market St,Houston,AZ,28663,15-05-1950,153897-9137,0
06-01-2023,14:30:00,4.56981E+15,Lyft,Groceries,4053,Olivia Brown,F,9942 Main St,San Diego,MI,61642,16-05-1950,987173-1770,0
06-01-2023,13:14:00,4.57905E+15,Uber,Electronics,2843.93,Robert Garcia,F,2476 Main St,San Diego,PA,15702,17-05-1950,367888-4669,0
06-01-2023,06:32:00,4.66953E+15,Lyft,Healthcare,547.7,Robert Garcia,F,9074 2nd Ave,San Antonio,CA,84040,18-05-1950,808993-9056,1
06-01-2023,03:26:00,4.40522E+15,Apple Store,Entertainment,1867.02,Jane Davis,M,2342 Main St,San Jose,TX,34776,19-05-1950,337440-6220,0
06-01-2023,17:18:00,4.10615E+15,Apple Store,Electronics,1217.26,Sophia Davis,F,6571 Main St,Los Angeles,NY,37915,20-05-1950,427820-9735,1
06-01-2023,14:51:00,4.82713E+15,Amazon,Healthcare,2589.74,Sarah Brown,M,5835 Market St,San Diego,PA,83631,21-05-1950,113208-7642,1
06-01-2023,14:23:00,4.58325E+15,Walmart,Fashion,4217.59,David Wilson,M,3649 Market St,Los Angeles,NY,18328,22-05-1950,734244-6988,1
06-01-2023,12:22:00,4.65179E+15,Lyft,Entertainment,2184.15,David Johnson,M,6839 Market St,New York,OH,36672,23-05-1950,625201-9329,0
06-01-2023,21:04:00,4.81168E+15,Adidas,Transportation,2169.54,David Williams,F,1788 Broadway,Dallas,CA,50528,24-05-1950,721748-8585,1
07-01-2023,09:23:00,4.4792E+15,Walmart,Fashion,4527.23,Olivia Miller,M,280 2nd Ave,Phoenix,CA,60331,25-05-1950,484541-5746,0
07-01-2023,17:00:00,4.41196E+15,Lyft,Healthcare,2883.05,Olivia Moore,F,5635 Broadway,Philadelphia,NY,35596,26-05-1950,104693-3205,1
07-01-2023,01:35:00,4.10934E+15,Uber,Entertainment,2833.12,Jane Brown,F,6312 2nd Ave,New York,FL,61116,27-05-1950,261280-7149,0
07-01-2023,08:04:00,4.27013E+15,Costco,Transportation,1313.24,David Brown,F,3650 Broadway,New York,GA,53822,28-05-1950,418029-6726,0
07-01-2023,23:50:00,4.61712E+15,Costco,Groceries,3040.58,David Moore,M,6870 2nd Ave,San Diego,MI,90916,29-05-1950,580511-8677,0
07-01-2023,03:50:00,4.90065E+15,Best Buy,Transportation,2881.67,Sarah Williams,F,5742 Broadway,San Jose,OH,91969,30-05-1950,174619-1956,0
07-01-2023,12:28:00,4.72225E+15,Nike,Transportation,1987.27,John Brown,M,24 Broadway,San Jose,CA,40894,31-05-1950,637405-9006,0
07-01-2023,19:54:00,4.0024E+15,Amazon,Entertainment,4953.52,James Smith,F,7262 Market St,Phoenix,PA,89108,01-06-1950,299586-8338,0
07-01-2023,09:00:00,4.16047E+15,Uber,Healthcare,4410.05,Robert Williams,F,9430 Broadway,Los Angeles,TX,39446,02-06-1950,113828-4117,0
07-01-2023,17:39:00,4.06555E+15,Apple Store,Electronics,3749.18,Sophia Garcia,M,1064 Broadway,San Antonio,TX,89186,03-06-1950,711106-4172,1
07-01-2023,08:44:00,4.23775E+15,Best Buy,Transportation,2689.04,John Moore,F,9679 Market St,New York,GA,51375,04-06-1950,429339-9918,0
07-01-2023,19:43:00,4.42332E+15,Best Buy,Healthcare,2312.99,David Miller,F,7717 2nd Ave,Houston,TX,50375,05-06-1950,181827-6891,1
07-01-2023,21:06:00,4.00016E+15,Amazon,Entertainment,928.56,Michael Brown,M,1235 2nd Ave,New York,NY,89101,06-06-1950,138145-7701,0
07-01-2023,18:29:00,4.89896E+15,Amazon,Transportation,1532.16,Robert Garcia,M,7627 Broadway,San Diego,MI,54458,07-06-1950,991642-6563,0
07-01-2023,09:37:00,4.95617E+15,Nike,Healthcare,3870.93,Robert Wilson,M,2292 2nd Ave,Phoenix,CA,37202,08-06-1950,826575-6495,0
07-01-2023,11:21:00,4.77034E+15,Walmart,Fashion,2271.48,James Johnson,M,4239 Main St,Los Angeles,NY,60790,09-06-1950,560291-6829,0
07-01-2023,09:16:00,4.38449E+15,Costco,Entertainment,4411.94,Michael Brown,M,8512 Broadway,Houston,GA,91762,10-06-1950,758994-6379,0
07-01-2023,16:52:00,4.41371E+15,Adidas,Healthcare,743.82,Emily Jones,F,3993 Main St,Los Angeles,PA,84290,11-06-1950,421877-3744,0
07-01-2023,10:45:00,4.95877E+15,Apple Store,Fashion,2544.19,Emily Miller,F,3651 2nd Ave,San Diego,PA,29119,12-06-1950,605803-3907,0
07-01-2023,13:15:00,4.93936E+15,Costco,Fashion,3236.59,Jane Garcia,M,7403 2nd Ave,Philadelphia,CA,22530,13-06-1950,227213-3026,1
07-01-2023,17:31:00,4.82144E+15,Nike,Electronics,2586.66,James Jones,M,2780 2nd Ave,Dallas,CA,20420,14-06-1950,473920-4559,0
07-01-2023,22:43:00,4.14362E+15,Nike,Fashion,4446.69,John Miller,F,3616 Broadway,Philadelphia,PA,15842,15-06-1950,911852-4267,0
07-01-2023,22:34:00,4.22011E+15,Amazon,Healthcare,4947.87,Sarah Miller,M,1997 Main St,Los Angeles,IL,48237,16-06-1950,576287-1439,0
07-01-2023,22:51:00,4.75782E+15,Amazon,Electronics,583.59,Sarah Miller,F,8036 2nd Ave,Chicago,TX,21495,17-06-1950,650168-6106,0
08-01-2023,20:54:00,4.85499E+15,Best Buy,Electronics,654.12,James Jones,M,110 Market St,Los Angeles,GA,68121,18-06-1950,201459-2352,0
08-01-2023,03:09:00,4.79605E+15,Nike,Electronics,655.97,David Johnson,F,71 Market St,Chicago,FL,80237,19-06-1950,485010-6725,1
08-01-2023,20:48:00,4.14922E+15,Apple Store,Fashion,3407.48,James Brown,F,718 Main St,Chicago,AZ,17560,20-06-1950,335942-7166,0
08-01-2023,23:28:00,4.34275E+15,Amazon,Healthcare,1866.52,Michael Johnson,M,6814 Broadway,Dallas,NY,94975,21-06-1950,530474-8246,0
08-01-2023,23:20:00,4.86382E+15,Nike,Transportation,3667.91,Michael Brown,M,7737 Market St,San Diego,FL,87054,22-06-1950,255374-4188,0
08-01-2023,21:46:00,4.57568E+15,Amazon,Transportation,2030.33,James Garcia,F,8319 2nd Ave,Phoenix,AZ,75621,23-06-1950,357813-8504,0
08-01-2023,10:32:00,4.87357E+15,Walmart,Electronics,3139.9,Olivia Jones,F,7243 2nd Ave,San Antonio,CA,63342,24-06-1950,769614-7386,0
